Player,Nation,Squad,Comp,Age,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Straight,Cmp,Off,Blocks,Position 1,Position 2
Tim Ream,USA,Fulham,eng Premier League,35 years,16.7,1060,1010,49,19,0,8,1,0,0,0,0,0,944,1,9,Defender,
Abderrahman Rebbach,ALG,Alavés,es La Liga,24 years,8.0,225,179,44,3,0,1,63,12,28,10,8,2,124,2,18,Forward,Midfielder
Nathan Redmond,ENG,Burnley,eng Premier League,29 years,1.6,73,71,0,0,0,1,3,0,0,0,0,0,48,2,1,Forward,Midfielder
Harrison Reed,ENG,Fulham,eng Premier League,28 years,14.7,748,702,46,23,2,0,19,7,5,2,3,0,627,0,24,Midfielder,
Sergio Reguilón,ESP,Manchester Utd,eng Premier League,26 years,4.6,314,252,60,5,0,1,29,49,6,1,4,0,244,2,7,Defender,
Sergio Reguilón,ESP,Brentford,eng Premier League,26 years,12.4,522,428,91,29,1,1,72,35,27,8,11,0,351,3,19,Defender,
Tijjani Reijnders,NED,Milan,it Serie A,25 years,31.3,1746,1669,73,33,7,2,39,14,23,11,7,0,1575,4,22,Midfielder,
Pepe Reina,ESP,Villarreal,es La Liga,40 years,2.0,69,55,14,3,0,0,0,0,0,0,0,0,57,0,0,Goalkeeper,
Reinier,BRA,Frosinone,it Serie A,21 years,11.8,401,383,18,3,2,2,13,4,8,1,0,0,318,0,10,Midfielder,Forward
Rocco Reitz,GER,Gladbach,de Bundesliga,21 years,23.7,1043,1005,33,18,11,2,15,1,0,0,0,0,782,5,43,Midfielder,
Álex Remiro,ESP,Real Sociedad,es La Liga,28 years,36.4,1258,977,276,113,0,1,0,0,0,0,0,0,965,5,0,Goalkeeper,
Guillaume Restes,FRA,Toulouse,fr Ligue 1,18 years,34.0,897,604,291,97,0,0,0,1,0,0,0,0,666,2,2,Goalkeeper,
Mateo Retegui,ITA,Genoa,it Serie A,24 years,24.6,412,381,27,0,0,0,20,2,0,0,0,0,265,4,21,Forward,
Marco Reus,GER,Dortmund,de Bundesliga,34 years,17.8,707,634,70,21,6,2,32,7,19,8,9,0,588,3,19,Midfielder,Forward
Elvis Rexhbeçaj,KVX,Augsburg,de Bundesliga,25 years,22.1,709,670,37,21,3,1,21,3,3,0,2,0,523,2,19,Midfielder,
Gio Reyna,USA,Nottingham Forest,eng Premier League,20 years,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3,Forward,Midfielder
Gio Reyna,USA,Dortmund,de Bundesliga,20 years,3.1,193,188,5,2,0,2,4,2,0,0,0,0,166,0,3,Midfielder,Forward
Chadi Riad,MAR,Betis,es La Liga,20 years,24.0,1198,1166,31,29,0,1,0,2,0,0,0,0,1074,1,9,Defender,
Alexsandro Ribeiro,BRA,Lille,fr Ligue 1,23 years,24.7,1804,1706,96,65,3,12,2,6,0,0,0,0,1615,2,9,Defender,
Rodrigo Ribeiro,POR,Nottingham Forest,eng Premier League,18 years,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Midfielder,Forward
Samuele Ricci,ITA,Torino,it Serie A,21 years,26.6,1310,1224,83,68,1,3,54,7,8,4,2,1,1121,3,21,Midfielder,
Declan Rice,ENG,Arsenal,eng Premier League,24 years,35.8,2295,2181,107,48,2,17,60,1,47,38,0,0,2041,7,26,Midfielder,
Chris Richards,USA,Crystal Palace,eng Premier League,23 years,23.3,942,902,37,18,1,5,1,14,0,0,0,0,778,3,15,Defender,Midfielder
Amir Richardson,MAR,Reims,fr Ligue 1,21 years,15.0,651,635,14,8,3,3,13,5,0,0,0,0,534,2,11,Midfielder,
Richarlison,BRA,Tottenham,eng Premier League,26 years,16.6,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25,Forward,
Marco Richter,GER,Mainz 05,de Bundesliga,25 years,8.0,291,256,34,12,4,3,36,12,10,3,7,0,184,1,10,Midfielder,Forward
Diego Rico,ESP,Getafe,es La Liga,30 years,28.2,1495,1150,335,24,2,28,130,311,0,0,0,0,993,10,49,Defender,
Clemens Riedel,GER,Darmstadt 98,de Bundesliga,20 years,8.4,576,545,30,5,0,3,8,25,0,0,0,0,490,1,9,Defender,
Fabian Rieder,SUI,Rennes,fr Ligue 1,21 years,4.1,212,196,14,9,0,3,9,1,4,3,0,0,169,2,4,Midfielder,
Jaïro Riedewald,NED,Crystal Palace,eng Premier League,26 years,2.6,113,104,7,5,0,0,3,0,2,1,0,1,87,2,3,Midfielder,Forward
Manuel Riemann,GER,Bochum,de Bundesliga,34 years,33.0,1715,1313,393,184,0,8,4,0,0,0,0,0,1031,9,0,Goalkeeper,
Luis Rioja,ESP,Alavés,es La Liga,29 years,27.8,855,757,91,22,2,4,174,16,53,12,22,2,551,7,51,Forward,Midfielder
Rémy Riou,FRA,Lyon,fr Ligue 1,35 years,3.0,104,69,35,12,0,0,0,0,0,0,0,0,80,0,0,Goalkeeper,
Rodrigo Riquelme,ESP,Atlético Madrid,es La Liga,23 years,17.0,673,612,59,14,1,4,65,30,14,7,4,0,501,2,27,Defender,Midfielder
Alberto Risco,ESP,Getafe,es La Liga,17 years,1.5,47,44,3,0,0,0,1,3,0,0,0,0,39,0,1,Midfielder,
Mihailo Ristić,SRB,Celta Vigo,es La Liga,27 years,9.0,513,408,103,15,0,4,39,83,4,0,4,0,371,2,17,Defender,Midfielder
Matt Ritchie,SCO,Newcastle Utd,eng Premier League,33 years,1.4,93,91,2,0,0,0,7,0,2,1,0,0,70,0,3,Forward,Midfielder
Gorka Rivera Alonso,ESP,Getafe,es La Liga,18 years,0.0,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Defender,
Sergi Roberto,ESP,Barcelona,es La Liga,31 years,9.6,654,621,30,11,0,0,9,11,0,0,0,0,582,3,10,Midfielder,Defender
Lucas Robertone,ARG,Almería,es La Liga,26 years,26.5,1363,1250,105,58,10,12,67,8,30,7,18,0,1107,8,18,Midfielder,
Connor Roberts,WAL,Burnley,eng Premier League,27 years,9.1,495,406,87,13,0,2,10,74,0,0,0,0,395,2,9,Defender,
Andrew Robertson,SCO,Liverpool,eng Premier League,29 years,18.8,1547,1297,240,41,0,7,184,109,90,34,53,0,1248,10,29,Defender,
Antonee Robinson,USA,Fulham,eng Premier League,25 years,36.3,2054,1736,314,25,1,11,132,289,0,0,0,0,1514,4,68,Defender,
Jack Robinson,ENG,Sheffield Utd,eng Premier League,29 years,32.1,1255,1045,205,32,1,7,12,173,0,0,0,0,895,5,21,Defender,
Marc Roca,ESP,Betis,es La Liga,26 years,22.0,1193,1118,69,59,1,14,25,4,6,2,2,0,997,6,13,Midfielder,
Sebastian Rode,GER,Eintracht Frankfurt,de Bundesliga,32 years,0.7,57,56,1,0,0,0,1,1,0,0,0,0,44,0,0,Midfielder,
Sergio Rodelas,ESP,Granada,es La Liga,18 years,1.4,33,30,2,0,0,0,4,2,0,0,0,0,27,1,1,Forward,Defender
Rodri,ESP,Manchester City,eng Premier League,27 years,32.6,3656,3572,79,69,15,36,12,6,3,0,0,0,3365,5,22,Midfielder,
Rodri,ESP,Betis,es La Liga,23 years,11.7,570,544,23,5,6,1,36,13,5,5,0,0,449,3,21,Forward,Midfielder
Álvaro Rodríguez,URU,Real Madrid,es La Liga,19 years,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,
Óscar Rodríguez Arnaiz,ESP,Getafe,es La Liga,25 years,10.7,442,418,23,6,3,8,17,3,11,3,4,0,333,1,15,Midfielder,Forward
Damián Rodríguez,ESP,Celta Vigo,es La Liga,20 years,2.9,213,196,17,7,0,0,9,0,10,4,2,0,191,0,2,Midfielder,
Dani Rodríguez,ESP,Mallorca,es La Liga,35 years,29.1,1010,827,170,53,9,8,169,9,90,29,37,5,693,13,18,Midfielder,
Guido Rodríguez,ARG,Betis,es La Liga,29 years,20.5,1042,998,41,40,1,21,6,1,0,0,0,0,888,3,19,Midfielder,
Jay Rodriguez,ENG,Burnley,eng Premier League,34 years,9.1,216,216,0,0,1,4,1,0,0,0,0,0,142,0,4,Forward,
Kirian Rodríguez,ESP,Las Palmas,es La Liga,27 years,35.7,3062,2929,114,101,16,10,26,4,6,1,0,0,2705,19,29,Midfielder,
Miguel Rodríguez,ESP,Celta Vigo,es La Liga,20 years,3.3,116,101,12,3,0,1,11,7,2,1,0,0,82,3,2,Midfielder,
Ricardo Rodríguez,SUI,Torino,it Serie A,30 years,30.8,1677,1566,108,28,1,11,57,51,15,11,4,0,1401,3,14,Defender,
Rodrygo,BRA,Real Madrid,es La Liga,22 years,26.4,1007,961,42,6,3,1,32,10,13,1,6,0,883,4,17,Forward,
Mads Roerslev,DEN,Brentford,eng Premier League,24 years,22.1,742,664,74,3,1,3,62,71,0,0,0,0,496,4,29,Defender,
Rogério,BRA,Wolfsburg,de Bundesliga,25 years,10.1,552,441,111,13,0,5,27,98,0,0,0,0,455,0,12,Defender,
Morgan Rogers,ENG,Aston Villa,eng Premier League,21 years,7.1,195,182,10,0,2,2,2,2,0,0,0,0,147,3,7,Midfielder,Forward
Merlin Röhl,GER,Freiburg,de Bundesliga,21 years,16.4,458,454,4,4,1,2,16,0,0,0,0,0,365,0,14,Midfielder,Forward
Alessio Romagnoli,ITA,Lazio,it Serie A,28 years,26.8,1759,1625,128,57,1,3,1,2,0,0,0,0,1604,6,3,Defender,
Simone Romagnoli,ITA,Frosinone,it Serie A,33 years,30.2,1421,1256,165,76,0,1,1,0,0,0,0,0,1221,0,9,Defender,
Carlos Romero,ESP,Villarreal,es La Liga,21 years,2.9,164,130,33,0,0,1,11,33,0,0,0,0,113,1,9,Defender,
Cristian Romero,ARG,Tottenham,eng Premier League,25 years,31.0,2606,2456,147,123,6,4,3,14,0,0,0,0,2390,3,24,Defender,
Isaac Romero,ESP,Sevilla,es La Liga,23 years,11.5,209,187,17,0,1,1,12,0,0,0,0,0,146,5,11,Forward,
Luka Romero,ARG,Milan,it Serie A,18 years,1.0,39,37,2,0,0,0,2,1,1,1,0,0,33,0,1,Forward,Midfielder
Luka Romero,ARG,Almería,es La Liga,18 years,4.9,148,145,3,2,0,0,2,1,0,0,0,0,137,0,0,Forward,
Oriol Romeu,ESP,Barcelona,es La Liga,31 years,10.4,806,793,13,12,4,7,6,1,0,0,0,0,717,0,9,Midfielder,
Valentin Rongier,FRA,Marseille,fr Ligue 1,28 years,9.5,577,557,19,17,8,7,3,2,0,0,0,0,504,1,6,Midfielder,
Frank Ronstadt,GER,Darmstadt 98,de Bundesliga,26 years,0.8,42,39,3,0,0,0,2,3,0,0,0,0,35,0,1,Defender,Midfielder
Marten de Roon,NED,Atalanta,it Serie A,32 years,28.9,1712,1636,74,60,5,22,16,13,0,0,0,0,1446,2,17,Midfielder,Defender
Unai Ropero,ESP,Alavés,es La Liga,21 years,0.1,5,3,1,0,0,0,0,0,1,0,0,0,4,1,0,Midfielder,
Vitor Roque,BRA,Barcelona,es La Liga,18 years,3.6,67,65,1,0,0,0,2,0,0,0,0,0,49,1,6,Forward,
Pablo Rosario,NED,Nice,fr Ligue 1,26 years,22.3,1187,1103,81,32,5,0,6,49,0,0,0,0,1056,3,15,Midfielder,Defender
Valentin Rosier,FRA,Nice,fr Ligue 1,26 years,0.6,33,27,6,1,0,0,0,5,0,0,0,0,28,0,0,Defender,Midfielder
Francesco Rossi,ITA,Atalanta,it Serie A,32 years,0.1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Goalkeeper,
Joe Rothwell,ENG,Bournemouth,eng Premier League,28 years,4.3,216,194,20,11,0,1,12,0,8,6,0,1,179,2,3,Midfielder,
Anthony Rouault,FRA,Stuttgart,de Bundesliga,22 years,11.2,931,881,49,17,2,5,3,28,0,0,0,0,824,1,12,Defender,
Jérôme Roussillon,FRA,Union Berlin,de Bundesliga,30 years,8.4,355,266,87,7,0,2,21,80,0,0,0,0,263,2,7,Defender,
Nicolò Rovella,ITA,Lazio,it Serie A,21 years,14.6,976,925,48,30,2,7,20,2,16,2,11,0,851,3,18,Midfielder,
Amir Rrahmani,KVX,Napoli,it Serie A,29 years,28.9,2255,2153,97,72,0,45,4,6,0,0,0,0,2028,5,8,Defender,
Ruan,BRA,Sassuolo,it Serie A,24 years,16.8,698,636,62,33,0,1,2,17,0,0,0,0,593,0,10,Defender,
Pelly Ruddock Mpanzu,COD,Luton Town,eng Premier League,30 years,12.2,364,338,24,7,0,7,11,8,2,0,0,0,268,2,13,Midfielder,
Antonio Rüdiger,GER,Real Madrid,es La Liga,30 years,30.1,1815,1761,50,30,3,10,4,9,0,0,0,0,1630,4,9,Defender,
Fabian Rüdlin,GER,Freiburg,de Bundesliga,26 years,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0,Midfielder,
Javier Rueda Garcia,ESP,Celta Vigo,es La Liga,21 years,0.2,16,13,3,0,0,0,0,3,0,0,0,0,14,0,0,Midfielder,Defender
Daniele Rugani,ITA,Juventus,it Serie A,29 years,13.2,636,611,24,8,0,4,1,1,0,0,0,0,564,1,4,Defender,
Matteo Ruggeri,ITA,Atalanta,it Serie A,21 years,27.2,1562,1343,218,8,0,9,101,200,10,1,4,0,1250,1,33,Defender,
Mário Rui,POR,Napoli,it Serie A,32 years,13.4,1068,906,162,40,2,11,62,106,16,0,15,0,860,0,16,Defender,
Aitor Ruibal,ESP,Betis,es La Liga,27 years,11.3,586,490,95,11,0,4,28,84,0,0,0,0,445,1,27,Defender,Forward
Fabián Ruiz Peña,ESP,Paris S-G,fr Ligue 1,27 years,13.3,872,843,29,21,0,4,11,1,2,2,0,0,778,0,12,Midfielder,
Sergio Ruiz,ESP,Granada,es La Liga,28 years,27.7,1283,1231,46,35,3,11,17,3,6,2,2,0,1080,6,19,Midfielder,
Julian Ryerson,NOR,Dortmund,de Bundesliga,25 years,19.6,1129,997,129,9,0,2,40,120,0,0,0,0,974,3,19,Defender,
Frederik Rønnow,DEN,Union Berlin,de Bundesliga,30 years,33.0,1316,1003,311,93,0,3,0,0,0,0,0,0,951,2,0,Goalkeeper,
José Sá,POR,Wolves,eng Premier League,30 years,33.7,1097,771,323,70,0,1,0,0,0,0,0,0,720,3,1,Goalkeeper,
Youssouf Sabaly,SEN,Betis,es La Liga,30 years,11.6,656,561,92,6,0,0,27,86,0,0,0,0,540,3,17,Defender,
Emmanuel Sabbi,USA,Le Havre,fr Ligue 1,25 years,17.6,368,353,12,5,2,1,20,5,1,1,0,0,258,3,24,Forward,Midfielder
Stefano Sabelli,ITA,Genoa,it Serie A,30 years,27.0,977,781,192,7,1,6,99,185,0,0,0,0,611,4,43,Defender,
Marcel Sabitzer,AUT,Dortmund,de Bundesliga,29 years,21.8,1067,993,72,19,1,4,30,14,17,7,8,0,868,2,19,Midfielder,
Falaye Sacko,MLI,Montpellier,fr Ligue 1,28 years,15.4,784,636,148,10,0,2,27,138,0,0,0,0,605,0,20,Defender,
Dominic Sadi,ENG,Bournemouth,eng Premier League,19 years,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,
Umar Sadiq,NGA,Real Sociedad,es La Liga,26 years,12.0,192,176,16,0,0,1,12,0,0,0,0,0,131,0,10,Forward,
Alexis Saelemaekers,BEL,Bologna,it Serie A,24 years,21.0,1008,908,92,25,5,8,86,14,50,27,21,0,786,8,36,Forward,Midfielder
Pablo Saenz,ESP,Granada,es La Liga,22 years,0.2,7,7,0,0,0,0,1,0,0,0,0,0,5,0,1,Midfielder,
Modibo Sagnan,MLI,Montpellier,fr Ligue 1,24 years,11.7,517,500,15,10,0,5,1,2,0,0,0,0,442,2,6,Defender,
Wesley Saïd,FRA,Lens,fr Ligue 1,28 years,11.3,268,239,27,1,2,1,15,5,0,0,0,0,193,2,3,Forward,Midfielder
Théo Sainte-Luce,FRA,Montpellier,fr Ligue 1,24 years,3.8,172,134,36,4,0,0,7,32,0,0,0,0,136,2,4,Defender,
Bukayo Saka,ENG,Arsenal,eng Premier League,21 years,32.4,1512,1365,138,7,4,3,181,12,119,99,0,0,1143,9,50,Forward,
Mamadou Sakho,FRA,Montpellier,fr Ligue 1,33 years,0.1,16,15,1,1,0,0,0,0,0,0,0,0,15,0,0,Defender,
Ibrahim Salah,MAR,Rennes,fr Ligue 1,21 years,5.8,232,230,2,0,1,1,20,0,2,0,1,0,177,0,6,Forward,Midfielder
Mohamed Salah,EGY,Liverpool,eng Premier League,31 years,28.2,1010,968,28,4,18,3,41,20,0,0,0,0,737,14,42,Forward,
Amine Salama,FRA,Reims,fr Ligue 1,23 years,3.5,73,70,3,0,0,0,5,1,0,0,0,0,48,0,4,Forward,
Kike Salas,ESP,Sevilla,es La Liga,21 years,17.8,1009,951,54,23,2,4,7,31,0,0,0,0,794,4,13,Defender,
William Saliba,FRA,Arsenal,eng Premier League,22 years,38.0,2851,2794,55,33,3,2,3,7,0,0,0,0,2635,2,11,Defender,
Mohammed Salisu,GHA,Monaco,fr Ligue 1,24 years,11.5,778,751,27,19,0,0,1,7,0,0,0,0,657,0,9,Defender,
Roland Sallai,HUN,Freiburg,de Bundesliga,26 years,20.4,588,567,17,6,5,1,73,2,9,7,1,0,416,4,32,Midfielder,Forward
Yoann Salmier,GUF,Le Havre,fr Ligue 1,30 years,17.4,767,679,86,25,1,2,9,59,0,0,0,0,612,2,9,Defender,
Salvi,ESP,Rayo Vallecano,es La Liga,32 years,0.3,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,Midfielder,
Lazar Samardzic,SRB,Udinese,it Serie A,21 years,26.4,987,809,171,58,4,20,124,18,86,39,37,0,733,7,16,Midfielder,
Diadie Samassékou,MLI,Cádiz,es La Liga,27 years,1.0,47,46,1,1,0,1,0,0,0,0,0,0,45,0,0,Midfielder,
Diadie Samassékou,MLI,Hoffenheim,de Bundesliga,27 years,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Midfielder,
Mama Samba Baldé,GNB,Lyon,fr Ligue 1,27 years,6.1,135,132,3,0,2,1,5,0,0,0,0,0,88,0,7,Forward,Midfielder
Brice Samba,FRA,Lens,fr Ligue 1,29 years,33.0,1122,864,254,84,1,2,0,0,0,0,0,0,880,4,1,Goalkeeper,
Albert Sambi Lokonga,BEL,Luton Town,eng Premier League,23 years,14.5,766,694,67,28,5,11,13,8,2,1,1,0,669,5,3,Midfielder,
Junior Sambia,FRA,Salernitana,it Serie A,26 years,11.5,508,419,88,8,0,1,28,75,5,1,4,0,397,1,10,Defender,Midfielder
Fede San Emeterio,ESP,Cádiz,es La Liga,26 years,1.7,52,50,1,1,0,0,1,0,0,0,0,0,43,1,1,Midfielder,
Antonio Sanabria,PAR,Torino,it Serie A,27 years,23.7,624,587,37,2,0,5,6,2,0,0,0,0,494,0,17,Forward,Midfielder
Oihan Sancet,ESP,Athletic Club,es La Liga,23 years,21.9,802,783,13,1,9,0,30,0,0,0,0,0,641,6,21,Midfielder,
Renato Sanches,POR,Roma,it Serie A,25 years,1.6,77,76,1,1,0,0,4,0,0,0,0,0,67,0,1,Midfielder,
Ricard Sánchez,ESP,Granada,es La Liga,23 years,25.5,1091,839,247,17,3,6,82,226,4,1,2,0,820,5,33,Defender,
Alexis Sánchez,CHI,Inter,it Serie A,34 years,8.5,367,335,31,6,5,6,31,0,21,10,6,0,276,1,13,Forward,Midfielder
Antonio Sánchez,ESP,Mallorca,es La Liga,26 years,16.1,545,511,25,5,1,2,36,10,2,1,1,0,378,9,34,Midfielder,
Davinson Sánchez,COL,Tottenham,eng Premier League,27 years,0.9,75,73,2,1,0,0,0,1,0,0,0,0,68,0,0,Defender,
Juanlu Sánchez,ESP,Sevilla,es La Liga,19 years,13.1,730,605,125,8,0,1,61,117,0,0,0,0,577,0,24,Defender,
Manu Sánchez,ESP,Celta Vigo,es La Liga,22 years,19.7,866,678,186,13,0,1,57,169,4,3,1,0,656,2,38,Defender,Midfielder
Robert Sánchez,ESP,Chelsea,eng Premier League,25 years,15.9,609,487,120,29,0,2,0,0,0,0,0,0,500,2,0,Goalkeeper,
Jadon Sancho,ENG,Manchester Utd,eng Premier League,23 years,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0,Forward,Midfielder
Jadon Sancho,ENG,Dortmund,de Bundesliga,23 years,10.5,512,481,28,3,3,1,29,11,13,7,5,0,414,3,13,Forward,Midfielder
Alex Sandro,BRA,Juventus,it Serie A,32 years,8.0,555,474,79,11,0,2,5,59,0,0,0,0,479,2,4,Defender,
Ibou Sané,SEN,Metz,fr Ligue 1,18 years,1.4,46,40,6,0,0,0,4,3,1,0,1,0,37,0,2,Midfielder,Forward
Leroy Sané,GER,Bayern Munich,de Bundesliga,27 years,23.7,1098,987,106,14,8,6,86,11,63,29,26,0,878,5,31,Forward,
Sadibou Sané,SEN,Metz,fr Ligue 1,19 years,9.4,317,290,27,4,0,1,8,23,0,0,0,0,254,0,3,Defender,
Arouna Sangante,SEN,Le Havre,fr Ligue 1,21 years,29.9,1521,1315,202,61,0,13,15,139,0,0,0,0,1233,4,29,Defender,
Ibrahim Sangaré,CIV,Nottingham Forest,eng Premier League,25 years,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16,Midfielder,
Morgan Sanson,FRA,Nice,fr Ligue 1,28 years,21.8,836,735,94,27,4,4,114,3,64,20,35,0,630,7,24,Midfielder,
Nicola Sansone,ITA,Lecce,it Serie A,31 years,8.5,277,253,22,6,1,5,28,0,16,8,7,0,207,2,5,Forward,Midfielder
Baptiste Santamaria,FRA,Rennes,fr Ligue 1,28 years,21.4,1207,1175,30,30,2,10,0,0,0,0,0,0,1055,2,14,Midfielder,
Jesús Santiago,ESP,Getafe,es La Liga,19 years,7.3,189,184,4,3,0,1,4,0,1,0,0,0,144,1,8,Midfielder,
Andrey Santos,BRA,Nottingham Forest,eng Premier League,19 years,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Midfielder,
Andrey Santos,BRA,Strasbourg,fr Ligue 1,19 years,9.2,511,488,22,10,2,1,3,0,0,0,0,0,444,1,8,Midfielder,
Tiago Santos,POR,Lille,fr Ligue 1,21 years,26.3,1396,1129,266,58,1,9,83,208,0,0,0,0,1113,1,30,Defender,
Paco Sanz,ESP,Almería,es La Liga,18 years,0.3,10,10,0,0,0,0,0,0,0,0,0,0,7,0,0,Defender,
Riccardo Saponara,ITA,Hellas Verona,it Serie A,31 years,3.8,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8,Forward,Midfielder
Pablo Sarabia,ESP,Wolves,eng Premier League,31 years,19.4,976,837,130,34,9,7,131,7,71,37,19,10,684,9,44,Midfielder,Forward
Amin Sarr,SWE,Lyon,fr Ligue 1,22 years,1.1,20,18,2,0,0,0,1,0,0,0,0,0,13,0,1,Forward,Midfielder
Amin Sarr,SWE,Wolfsburg,de Bundesliga,22 years,4.3,130,123,6,1,0,0,1,1,1,0,0,0,95,1,9,Forward,Midfielder
Bouna Sarr,SEN,Bayern Munich,de Bundesliga,31 years,1.2,104,92,12,1,0,0,1,11,0,0,0,0,92,0,1,Defender,
Ismaila Sarr,SEN,Marseille,fr Ligue 1,25 years,16.1,483,476,6,0,0,3,38,4,0,0,0,0,366,1,14,Forward,Midfielder
Mamadou Sarr,FRA,Lyon,fr Ligue 1,17 years,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Defender,
Martin Satriano,URU,Brest,fr Ligue 1,22 years,20.7,456,447,8,2,1,10,11,6,0,0,0,0,325,1,11,Forward,
Téji Savanier,FRA,Montpellier,fr Ligue 1,31 years,30.7,1888,1549,322,137,10,47,231,13,125,32,83,0,1306,17,31,Midfielder,
Stefan Savić,MNE,Atlético Madrid,es La Liga,32 years,18.1,989,941,40,33,3,8,3,7,0,0,0,0,820,8,7,Defender,
Sávio,BRA,Girona,es La Liga,19 years,33.1,1064,1042,17,2,1,9,120,11,4,3,0,0,812,5,42,Forward,Midfielder
Zanos Savva,CYP,Torino,it Serie A,17 years,0.3,11,10,1,0,0,0,0,1,0,0,0,0,5,0,0,Defender,Midfielder
Saba Sazonov,GEO,Torino,it Serie A,21 years,4.0,187,184,3,1,0,1,0,2,0,0,0,0,163,0,1,Defender,
Joe Scally,USA,Gladbach,de Bundesliga,20 years,24.8,1312,1083,228,21,0,9,46,207,0,0,0,0,1052,1,42,Defender,
Giorgio Scalvini,ITA,Atalanta,it Serie A,19 years,28.3,1564,1500,57,33,1,10,5,24,0,0,0,0,1272,7,23,Defender,
Gianluca Scamacca,ITA,Atalanta,it Serie A,24 years,16.1,434,420,9,1,4,16,6,0,0,0,0,0,293,5,18,Forward,
Dane Scarlett,ENG,Tottenham,eng Premier League,19 years,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Forward,
Kevin Schade,GER,Brentford,eng Premier League,21 years,3.7,95,93,0,0,1,0,5,0,0,0,0,0,58,2,4,Forward,Midfielder
András Schäfer,HUN,Union Berlin,de Bundesliga,24 years,13.5,557,528,27,2,2,2,18,17,5,0,1,0,418,2,17,Midfielder,
Fabian Schär,SUI,Newcastle Utd,eng Premier League,31 years,33.9,2128,2044,76,67,6,41,8,6,0,0,0,0,1762,8,15,Defender,
Patrik Schick,CZE,Leverkusen,de Bundesliga,27 years,11.8,231,220,11,0,1,1,1,2,0,0,0,0,184,0,5,Forward,
Stefan Schimmer,GER,Heidenheim,de Bundesliga,29 years,1.7,45,44,1,0,0,0,2,0,0,0,0,0,22,0,3,Midfielder,Forward
Xaver Schlager,AUT,RB Leipzig,de Bundesliga,25 years,27.5,1798,1738,56,45,10,15,14,11,0,0,0,0,1587,4,20,Midfielder,
Keven Schlotterbeck,GER,Bochum,de Bundesliga,26 years,24.3,1027,970,51,18,0,2,12,5,0,0,0,0,802,6,5,Defender,
Nico Schlotterbeck,GER,Dortmund,de Bundesliga,23 years,31.8,2681,2540,136,72,4,42,8,11,0,0,0,0,2381,5,23,Defender,
Jeffrey Schlupp,GHA,Crystal Palace,eng Premier League,30 years,15.0,334,329,4,2,0,0,10,0,0,0,0,0,247,1,10,Forward,Midfielder
Romano Schmid,AUT,Werder Bremen,de Bundesliga,23 years,28.9,1211,1176,29,11,12,5,62,6,9,3,5,0,941,6,29,Midfielder,Forward
Kenneth Schmidt,GER,Freiburg,de Bundesliga,21 years,0.8,48,41,7,1,0,0,2,6,0,0,0,0,43,0,1,Defender,
Niklas Schmidt,GER,Toulouse,fr Ligue 1,25 years,14.1,840,777,56,25,3,11,50,7,18,6,9,0,679,7,14,Midfielder,
Benno Schmitz,GER,Köln,de Bundesliga,28 years,12.8,709,563,142,7,0,2,40,135,0,0,0,0,502,4,27,Defender,
Fabian Schnellhardt,GER,Darmstadt 98,de Bundesliga,29 years,2.6,172,164,8,4,0,1,4,0,4,3,1,0,149,0,2,Midfielder,
Jan Schöppner,GER,Heidenheim,de Bundesliga,24 years,22.2,668,656,12,10,4,8,7,1,0,0,0,0,444,0,23,Midfielder,
Marcel Schuhen,GER,Darmstadt 98,de Bundesliga,30 years,31.0,1496,1092,401,112,0,4,0,0,0,0,0,0,1064,3,0,Goalkeeper,
Perr Schuurs,NED,Torino,it Serie A,23 years,8.6,406,393,12,9,0,6,2,3,0,0,0,0,359,1,4,Defender,
Marvin Schwäbe,GER,Köln,de Bundesliga,28 years,34.0,1305,1095,202,53,0,1,0,0,0,0,0,0,1014,8,3,Goalkeeper,
Alexander Schwolow,GER,Union Berlin,de Bundesliga,31 years,1.0,36,22,14,6,0,0,0,0,0,0,0,0,29,0,0,Goalkeeper,
Alex Scott,ENG,Bournemouth,eng Premier League,19 years,11.3,474,429,43,10,2,4,36,4,26,22,1,0,361,2,10,Midfielder,
Simone Scuffet,ITA,Cagliari,it Serie A,27 years,31.0,928,568,359,116,0,2,0,0,0,0,0,0,614,1,0,Goalkeeper,
