Player,Nation,Squad,Comp,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Position 1,Position 2
Matìas Soulé,ARG,Frosinone,it Serie A,20 years,34.7,11,77,18,23.4,2.22,0.52,0.08,0.33,22.2,7,5,6,10.5,5.7,0.07,0.5,0.3,Forward,Midfielder
Boubakary Soumaré,FRA,Sevilla,es La Liga,24 years,25.4,0,1,0,0.0,0.04,0.0,0.0,,19.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Midfielder,
Issa Soumaré,SEN,Le Havre,fr Ligue 1,22 years,2.6,0,5,1,20.0,1.9,0.38,0.0,0.0,22.8,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Forward,Midfielder
Vinicius Souza,BRA,Sheffield Utd,eng Premier League,24 years,29.6,1,14,6,42.9,0.47,0.2,0.07,0.17,21.5,0,0,0,0.6,0.6,0.05,0.4,0.4,Midfielder,
Djibril Sow,SUI,Sevilla,es La Liga,26 years,16.2,1,18,5,27.8,1.11,0.31,0.06,0.2,17.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Midfielder,
Saidou Sow,GUI,Strasbourg,fr Ligue 1,21 years,8.0,0,3,2,66.7,0.38,0.25,0.0,0.0,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Defender,
Çağlar Söyüncü,TUR,Atlético Madrid,es La Liga,27 years,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Djed Spence,ENG,Genoa,it Serie A,22 years,9.5,0,2,0,0.0,0.21,0.0,0.0,,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Defender,
Stijn Spierings,NED,Toulouse,fr Ligue 1,27 years,16.8,0,11,1,9.1,0.65,0.06,0.0,0.0,21.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Midfielder,
Stijn Spierings,NED,Lens,fr Ligue 1,27 years,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Leonardo Spinazzola,ITA,Roma,it Serie A,30 years,14.6,1,8,3,37.5,0.55,0.21,0.13,0.33,23.6,0,0,0,0.2,0.2,0.03,0.8,0.8,Defender,
Marco Sportiello,ITA,Milan,it Serie A,31 years,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Anton Stach,GER,Hoffenheim,de Bundesliga,24 years,25.8,2,38,9,23.7,1.47,0.35,0.05,0.22,24.1,1,0,0,1.7,1.7,0.04,0.3,0.3,Midfielder,
Anton Stach,GER,Mainz 05,de Bundesliga,24 years,1.9,0,2,1,50.0,1.06,0.53,0.0,0.0,12.8,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Midfielder,
Jens Stage,DEN,Werder Bremen,de Bundesliga,26 years,25.9,3,40,11,27.5,1.55,0.43,0.08,0.27,15.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4,Midfielder,
Benjamin Stambouli,FRA,Reims,fr Ligue 1,32 years,3.2,0,2,0,0.0,0.63,0.0,0.0,,25.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Midfielder,
Josip Stanišić,CRO,Leverkusen,de Bundesliga,23 years,14.0,3,10,5,50.0,0.71,0.36,0.3,0.6,16.4,0,0,0,0.8,0.8,0.08,2.2,2.2,Defender,
Carl Starfelt,SWE,Celta Vigo,es La Liga,28 years,24.6,1,12,5,41.7,0.49,0.2,0.08,0.2,8.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Defender,
Niklas Stark,GER,Werder Bremen,de Bundesliga,28 years,12.1,2,4,2,50.0,0.33,0.17,0.5,1.0,13.1,0,0,0,0.2,0.2,0.05,1.8,1.8,Defender,
Jason Steele,ENG,Brighton,eng Premier League,32 years,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Pascal Stenzel,GER,Stuttgart,de Bundesliga,27 years,11.8,0,14,4,28.6,1.18,0.34,0.0,0.0,28.2,1,0,0,0.3,0.3,0.02,-0.3,-0.3,Defender,
Leonidas Stergiou,SUI,Stuttgart,de Bundesliga,21 years,6.6,1,3,1,33.3,0.45,0.15,0.33,1.0,23.3,0,0,0,0.4,0.4,0.12,0.6,0.6,Defender,
Raheem Sterling,ENG,Chelsea,eng Premier League,28 years,22.0,8,51,21,41.2,2.32,0.96,0.16,0.38,14.5,5,0,0,6.5,6.5,0.13,1.5,1.5,Forward,Midfielder
Trivante Stewart,JAM,Salernitana,it Serie A,23 years,1.1,0,2,1,50.0,1.8,0.9,0.0,0.0,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Forward,Midfielder
Angelo Stiller,GER,Hoffenheim,de Bundesliga,22 years,0.9,0,2,1,50.0,2.14,1.07,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Midfielder,
Angelo Stiller,GER,Stuttgart,de Bundesliga,22 years,29.9,1,16,3,18.8,0.53,0.1,0.06,0.33,22.0,2,0,0,1.6,1.6,0.1,-0.6,-0.6,Midfielder,
Kevin Stöger,AUT,Bochum,de Bundesliga,29 years,29.6,7,71,14,19.7,2.4,0.47,0.04,0.21,25.7,13,4,4,6.2,3.1,0.04,0.8,-0.1,Midfielder,
Filip Stojilković,SUI,Darmstadt 98,de Bundesliga,23 years,1.7,0,4,1,25.0,2.34,0.58,0.0,0.0,20.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Forward,Midfielder
John Stones,ENG,Manchester City,eng Premier League,29 years,11.8,1,4,2,50.0,0.34,0.17,0.25,0.5,15.9,0,0,0,1.0,1.0,0.26,0.0,0.0,Defender,Midfielder
Thomas Strakosha,ALB,Brentford,eng Premier League,28 years,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Jørgen Strand Larsen,NOR,Celta Vigo,es La Liga,23 years,31.8,13,82,35,42.7,2.58,1.1,0.16,0.37,11.2,0,0,0,14.5,14.5,0.18,-1.5,-1.5,Forward,
Gabriel Strefezza,BRA,Lecce,it Serie A,26 years,12.4,1,27,5,18.5,2.19,0.4,0.0,0.0,22.8,1,1,1,2.5,1.7,0.06,-1.5,-1.7,Forward,
Kevin Strootman,NED,Genoa,it Serie A,33 years,13.4,0,1,0,0.0,0.07,0.0,0.0,,24.5,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Midfielder,
Cristhian Stuani,URU,Girona,es La Liga,36 years,8.9,9,34,17,50.0,3.81,1.9,0.26,0.53,9.0,0,0,0,9.6,9.6,0.3,-0.6,-0.6,Forward,
Álex Suárez,ESP,Las Palmas,es La Liga,30 years,28.5,2,7,5,71.4,0.25,0.18,0.29,0.4,9.9,0,0,0,1.2,1.2,0.22,0.8,0.8,Defender,
Damián Suárez,URU,Getafe,es La Liga,35 years,14.4,0,4,1,25.0,0.28,0.07,0.0,0.0,25.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Defender,
Denis Suárez,ESP,Villarreal,es La Liga,29 years,1.5,0,1,0,0.0,0.68,0.0,0.0,,11.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Midfielder,Forward
Gabriel Suazo,CHI,Toulouse,fr Ligue 1,25 years,26.2,0,10,3,30.0,0.38,0.11,0.0,0.0,17.3,1,0,0,0.7,0.7,0.07,-0.7,-0.7,Defender,
Isaac Success,NGA,Udinese,it Serie A,27 years,9.8,1,18,4,22.2,1.84,0.41,0.06,0.25,16.9,0,0,1,2.7,1.9,0.11,-1.7,-0.9,Forward,Midfielder
Niklas Süle,GER,Dortmund,de Bundesliga,27 years,16.8,1,7,1,14.3,0.42,0.06,0.14,1.0,16.0,0,0,0,0.4,0.4,0.06,0.6,0.6,Defender,
Ibrahim Sulemana,GHA,Cagliari,it Serie A,20 years,14.9,2,13,3,23.1,0.87,0.2,0.15,0.67,23.2,0,0,0,0.8,0.8,0.06,1.2,1.2,Midfielder,
Tomáš Suslov,SVK,Hellas Verona,it Serie A,21 years,23.2,3,51,15,29.4,2.19,0.65,0.04,0.13,25.8,4,1,1,3.5,2.6,0.05,-0.5,-0.6,Midfielder,Forward
Suso,ESP,Sevilla,es La Liga,29 years,16.9,1,26,6,23.1,1.54,0.36,0.04,0.17,24.3,1,0,0,1.4,1.4,0.05,-0.4,-0.4,Midfielder,Forward
Mattias Svanberg,SWE,Wolfsburg,de Bundesliga,24 years,19.1,1,42,11,26.2,2.2,0.58,0.02,0.09,21.5,6,0,0,3.0,3.0,0.07,-2.0,-2.0,Midfielder,
Max Svensson,ESP,Osasuna,es La Liga,nan years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Mile Svilar,SRB,Roma,it Serie A,23 years,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Williot Swedberg,SWE,Celta Vigo,es La Liga,19 years,4.9,5,12,6,50.0,2.46,1.23,0.42,0.83,14.8,0,0,0,2.3,2.3,0.19,2.7,2.7,Forward,Midfielder
Karol Świderski,POL,Hellas Verona,it Serie A,26 years,5.6,2,15,6,40.0,2.68,1.07,0.13,0.33,13.7,0,0,0,1.7,1.7,0.12,0.3,0.3,Forward,Midfielder
Abakar Sylla,CIV,Strasbourg,fr Ligue 1,20 years,19.9,2,11,5,45.5,0.55,0.25,0.18,0.4,14.6,0,0,0,1.6,1.6,0.14,0.4,0.4,Defender,
Dembo Sylla,GUI,Lorient,fr Ligue 1,20 years,0.5,0,1,0,0.0,2.0,0.0,0.0,,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Defender,
Issiaga Sylla,GUI,Montpellier,fr Ligue 1,29 years,16.2,1,13,5,38.5,0.8,0.31,0.08,0.2,14.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Defender,Forward
Mamadou Sylla,SEN,Alavés,es La Liga,29 years,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,Midfielder
Attila Szalai,HUN,Hoffenheim,de Bundesliga,25 years,3.2,0,1,1,100.0,0.31,0.31,0.0,0.0,39.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Defender,
Attila Szalai,HUN,Freiburg,de Bundesliga,25 years,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Wojciech Szczęsny,POL,Juventus,it Serie A,33 years,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Dominik Szoboszlai,HUN,Liverpool,eng Premier League,22 years,23.4,3,60,15,25.0,2.57,0.64,0.05,0.2,24.3,7,0,0,3.7,3.7,0.06,-0.7,-0.7,Midfielder,
Przemysław Szymiński,POL,Frosinone,it Serie A,29 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Midfielder,
Alexander Sørloth,NOR,Villarreal,es La Liga,27 years,27.7,23,78,36,46.2,2.82,1.3,0.29,0.64,12.1,0,0,0,12.3,12.3,0.16,10.7,10.7,Forward,
Musa Al-Taamari,JOR,Montpellier,fr Ligue 1,26 years,21.4,5,46,19,41.3,2.15,0.89,0.11,0.26,17.8,0,0,0,3.6,3.6,0.08,1.4,1.4,Forward,
Nicolás Tagliafico,ARG,Lyon,fr Ligue 1,30 years,23.6,3,15,6,40.0,0.64,0.25,0.2,0.5,13.7,0,0,0,2.6,2.6,0.17,0.4,0.4,Defender,
Jonathan Tah,GER,Leverkusen,de Bundesliga,27 years,29.2,4,26,10,38.5,0.89,0.34,0.15,0.4,13.1,0,0,0,2.1,2.1,0.08,1.9,1.9,Defender,
Montassar Talbi,TUN,Lorient,fr Ligue 1,25 years,24.5,0,5,2,40.0,0.2,0.08,0.0,0.0,16.6,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Defender,
Yassin Tallal,ESP,Getafe,es La Liga,18 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Adrien Tameze,CMR,Torino,it Serie A,29 years,23.8,0,9,0,0.0,0.38,0.0,0.0,,13.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Defender,Midfielder
Renato Tapia,PER,Celta Vigo,es La Liga,28 years,14.9,0,19,1,5.3,1.28,0.07,0.0,0.0,20.8,2,0,0,1.0,1.0,0.05,-1.0,-1.0,Midfielder,Defender
Edmond Tapsoba,BFA,Leverkusen,de Bundesliga,24 years,23.2,0,12,1,8.3,0.52,0.04,0.0,0.0,16.3,0,0,0,1.0,1.0,0.08,-1.0,-1.0,Defender,
Matt Targett,ENG,Newcastle Utd,eng Premier League,27 years,0.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Oussama Targhalline,MAR,Le Havre,fr Ligue 1,21 years,11.4,0,6,0,0.0,0.53,0.0,0.0,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Midfielder,
James Tarkowski,ENG,Everton,eng Premier League,30 years,38.0,1,25,4,16.0,0.66,0.11,0.04,0.25,9.9,0,0,0,2.6,2.6,0.1,-1.6,-1.6,Defender,
César Tárrega,ESP,Valencia,es La Liga,21 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Jimi Tauriainen,ENG,Chelsea,eng Premier League,19 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Forward,
Nuno Tavares,POR,Nottingham Forest,eng Premier League,23 years,5.1,0,7,1,14.3,1.38,0.2,0.0,0.0,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Defender,
Marcus Tavernier,ENG,Bournemouth,eng Premier League,24 years,23.5,3,53,16,30.2,2.25,0.68,0.06,0.19,20.0,4,0,0,3.9,3.9,0.07,-0.9,-0.9,Forward,
Elayis Tavsan,NED,Hellas Verona,it Serie A,22 years,0.6,0,3,1,33.3,5.4,1.8,0.0,0.0,23.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Midfielder,Forward
Charlie Taylor,ENG,Burnley,eng Premier League,29 years,25.9,1,10,1,10.0,0.39,0.04,0.1,1.0,25.8,0,0,0,0.2,0.2,0.02,0.8,0.8,Defender,
Marciano Tchami,GNB,Almería,es La Liga,19 years,0.5,0,1,0,0.0,2.09,0.0,0.0,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Forward,Midfielder
Loum Tchaouna,FRA,Salernitana,it Serie A,19 years,23.3,4,44,15,34.1,1.89,0.64,0.09,0.27,20.3,0,0,0,2.6,2.6,0.06,1.4,1.4,Forward,Midfielder
Jackson Tchatchoua,CMR,Hellas Verona,it Serie A,21 years,19.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Enzo Tchato,CMR,Montpellier,fr Ligue 1,20 years,12.5,0,5,1,20.0,0.4,0.08,0.0,0.0,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Defender,
Aurélien Tchouaméni,FRA,Real Madrid,es La Liga,23 years,22.1,3,27,7,25.9,1.22,0.32,0.11,0.43,22.2,0,0,0,1.3,1.3,0.05,1.7,1.7,Midfielder,Defender
Mathys Tel,FRA,Bayern Munich,de Bundesliga,18 years,11.7,7,43,18,41.9,3.69,1.54,0.16,0.39,15.9,0,0,0,3.7,3.7,0.09,3.3,3.3,Forward,Midfielder
Nathan Tella,NGA,Leverkusen,de Bundesliga,24 years,9.1,5,21,11,52.4,2.31,1.21,0.24,0.45,15.1,0,0,0,3.5,3.5,0.17,1.5,1.5,Defender,Midfielder
Nahuel Tenaglia,ARG,Alavés,es La Liga,27 years,12.7,1,8,1,12.5,0.63,0.08,0.13,1.0,14.1,0,0,0,0.6,0.6,0.08,0.4,0.4,Defender,
Arnau Tenas,ESP,Paris S-G,fr Ligue 1,22 years,5.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Marc-André ter Stegen,GER,Barcelona,es La Liga,31 years,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Filippo Terracciano,ITA,Hellas Verona,it Serie A,20 years,14.4,0,8,3,37.5,0.56,0.21,0.0,0.0,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Defender,
Filippo Terracciano,ITA,Milan,it Serie A,20 years,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Forward
Pietro Terracciano,ITA,Fiorentina,it Serie A,33 years,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Ramón Terrats,ESP,Villarreal,es La Liga,22 years,8.7,0,8,1,12.5,0.92,0.11,0.0,0.0,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Midfielder,Defender
Martin Terrier,FRA,Rennes,fr Ligue 1,26 years,17.0,7,38,16,42.1,2.24,0.94,0.18,0.44,12.8,0,0,0,5.2,5.2,0.14,1.8,1.8,Forward,Midfielder
Kenny Tete,NED,Fulham,eng Premier League,27 years,9.6,1,4,1,25.0,0.42,0.1,0.25,1.0,7.9,0,0,0,0.9,0.9,0.21,0.1,0.1,Defender,
Benjamin Tetteh,GHA,Metz,fr Ligue 1,26 years,3.1,0,3,1,33.3,0.97,0.32,0.0,0.0,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Forward,Midfielder
Teddy Teuma,MLT,Reims,fr Ligue 1,29 years,23.5,6,43,14,32.6,1.83,0.6,0.12,0.36,23.3,8,1,1,3.1,2.3,0.05,2.9,2.7,Midfielder,
Florian Thauvin,FRA,Udinese,it Serie A,30 years,19.0,5,47,14,29.8,2.47,0.74,0.09,0.29,18.2,4,1,1,4.7,3.9,0.08,0.3,0.1,Forward,
Arthur Theate,BEL,Rennes,fr Ligue 1,23 years,25.5,2,22,5,22.7,0.86,0.2,0.09,0.4,18.7,1,0,0,1.9,1.9,0.09,0.1,0.1,Defender,
Norman Theuerkauf,GER,Heidenheim,de Bundesliga,36 years,14.0,0,7,2,28.6,0.5,0.14,0.0,0.0,19.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Midfielder,Defender
Malick Thiaw,GER,Milan,it Serie A,21 years,18.0,0,5,1,20.0,0.28,0.06,0.0,0.0,12.7,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Defender,
Jan Thielmann,GER,Köln,de Bundesliga,21 years,17.5,1,37,12,32.4,2.11,0.68,0.03,0.08,18.8,0,0,0,2.3,2.3,0.06,-1.3,-1.3,Forward,Defender
Denis Thomalla,GER,Heidenheim,de Bundesliga,30 years,5.0,0,3,0,0.0,0.61,0.0,0.0,,10.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Midfielder,Forward
Luke Thomas,ENG,Sheffield Utd,eng Premier League,22 years,10.2,0,6,1,16.7,0.59,0.1,0.0,0.0,15.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Defender,
Adrien Thomasson,FRA,Lens,fr Ligue 1,29 years,13.3,1,31,6,19.4,2.34,0.45,0.03,0.17,14.3,0,0,0,3.8,3.8,0.12,-2.8,-2.8,Midfielder,
Morten Thorsby,NOR,Genoa,it Serie A,27 years,12.9,2,13,6,46.2,1.01,0.47,0.15,0.33,12.2,0,0,0,1.8,1.8,0.14,0.2,0.2,Midfielder,
Kristian Thorstvedt,NOR,Sassuolo,it Serie A,24 years,26.6,6,42,15,35.7,1.58,0.56,0.14,0.4,15.8,0,0,0,4.4,4.4,0.1,1.6,1.6,Midfielder,
Khéphren Thuram,FRA,Nice,fr Ligue 1,22 years,23.4,1,39,11,28.2,1.67,0.47,0.03,0.09,18.3,0,0,0,3.4,3.4,0.09,-2.4,-2.4,Midfielder,
Marcus Thuram,FRA,Inter,it Serie A,25 years,29.9,13,77,29,37.7,2.58,0.97,0.17,0.45,11.8,0,0,0,14.3,14.3,0.19,-1.3,-1.3,Forward,
Cheikh Tidiane Sabaly,SEN,Metz,fr Ligue 1,24 years,15.3,3,21,9,42.9,1.37,0.59,0.14,0.33,17.6,0,0,0,2.7,2.7,0.13,0.3,0.3,Forward,Midfielder
Youri Tielemans,BEL,Aston Villa,eng Premier League,26 years,18.0,2,14,5,35.7,0.78,0.28,0.14,0.4,20.0,0,0,0,1.3,1.3,0.09,0.7,0.7,Midfielder,Forward
Kieran Tierney,SCO,Real Sociedad,es La Liga,26 years,13.8,0,2,0,0.0,0.15,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Defender,
Phillip Tietz,GER,Augsburg,de Bundesliga,26 years,26.5,8,52,18,34.6,1.96,0.68,0.15,0.44,15.1,1,0,0,8.2,8.2,0.16,-0.2,-0.2,Forward,
Steffen Tigges,GER,Köln,de Bundesliga,25 years,8.1,3,22,9,40.9,2.72,1.11,0.14,0.33,13.0,0,0,0,2.6,2.6,0.16,0.4,0.4,Forward,
Antonio Tikvić,CRO,Udinese,it Serie A,19 years,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Jurriën Timber,NED,Arsenal,eng Premier League,22 years,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Jean-Clair Todibo,FRA,Nice,fr Ligue 1,23 years,29.5,0,9,1,11.1,0.31,0.03,0.0,0.0,17.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Defender,
Harry Toffolo,ENG,Nottingham Forest,eng Premier League,27 years,16.2,1,8,5,62.5,0.49,0.31,0.13,0.2,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6,Defender,
Umut Tohumcu,GER,Hoffenheim,de Bundesliga,18 years,11.2,0,15,3,20.0,1.34,0.27,0.0,0.0,23.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Midfielder,
Corentin Tolisso,FRA,Lyon,fr Ligue 1,28 years,19.3,2,38,13,34.2,1.96,0.67,0.03,0.08,18.9,1,1,1,3.2,2.4,0.06,-1.2,-1.4,Midfielder,
Jeremy Toljan,GER,Sassuolo,it Serie A,28 years,23.1,0,12,3,25.0,0.52,0.13,0.0,0.0,18.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Defender,
Rafael Tolói,ITA,Atalanta,it Serie A,32 years,10.7,0,3,0,0.0,0.28,0.0,0.0,,19.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Defender,
Raúl de Tomás,ESP,Rayo Vallecano,es La Liga,28 years,14.1,1,38,11,28.9,2.69,0.78,0.0,0.0,18.5,3,1,1,3.4,2.6,0.07,-2.4,-2.6,Forward,
Tiago Tomás,POR,Wolfsburg,de Bundesliga,21 years,11.5,1,27,10,37.0,2.35,0.87,0.04,0.1,13.5,0,0,0,2.7,2.7,0.1,-1.7,-1.7,Forward,Midfielder
Takehiro Tomiyasu,JPN,Arsenal,eng Premier League,24 years,12.8,2,17,3,17.6,1.33,0.23,0.12,0.67,14.9,0,0,0,1.5,1.5,0.09,0.5,0.5,Defender,
James Tomkins,ENG,Crystal Palace,eng Premier League,34 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,
Fikayo Tomori,ENG,Milan,it Serie A,25 years,23.6,4,17,7,41.2,0.72,0.3,0.24,0.57,9.9,0,0,0,3.7,3.7,0.22,0.3,0.3,Defender,
Sandro Tonali,ITA,Newcastle Utd,eng Premier League,23 years,4.9,1,3,2,66.7,0.62,0.41,0.33,0.5,15.8,0,0,0,0.7,0.7,0.22,0.3,0.3,Midfielder,
Ivan Toney,ENG,Brentford,eng Premier League,27 years,16.1,4,51,21,41.2,3.17,1.3,0.08,0.19,17.4,8,0,0,6.0,6.0,0.12,-2.0,-2.0,Forward,
Pablo Torre,ESP,Girona,es La Liga,20 years,7.8,0,13,1,7.7,1.67,0.13,0.0,0.0,19.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Midfielder,Forward
Raúl Torrente,ESP,Granada,es La Liga,21 years,13.9,0,3,0,0.0,0.22,0.0,0.0,,14.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Defender,
Ferrán Torres,ESP,Barcelona,es La Liga,23 years,13.5,7,38,15,39.5,2.82,1.11,0.18,0.47,16.6,2,0,0,5.5,5.5,0.15,1.5,1.5,Forward,
Óliver Torres,ESP,Sevilla,es La Liga,28 years,18.0,0,9,3,33.3,0.5,0.17,0.0,0.0,20.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Midfielder,
Pau Torres,ESP,Aston Villa,eng Premier League,26 years,27.4,2,12,5,41.7,0.44,0.18,0.17,0.4,15.4,0,0,0,1.0,1.0,0.08,1.0,1.0,Defender,
Lucas Torró,ESP,Osasuna,es La Liga,29 years,19.9,1,30,7,23.3,1.51,0.35,0.03,0.14,22.3,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Midfielder,
Fabio Torsiello,ITA,Darmstadt 98,de Bundesliga,18 years,1.7,0,4,0,0.0,2.31,0.0,0.0,,16.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Forward,Defender
Ahmed Touba,ALG,Lecce,it Serie A,25 years,3.1,0,1,0,0.0,0.32,0.0,0.0,,7.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Defender,
Abdoulaye Touré,GUI,Le Havre,fr Ligue 1,29 years,25.4,2,31,8,25.8,1.22,0.32,0.0,0.0,27.4,0,2,2,3.0,1.4,0.04,-1.0,-1.4,Midfielder,
Souleymane Touré,FRA,Lorient,fr Ligue 1,20 years,22.8,1,18,9,50.0,0.79,0.39,0.06,0.11,11.4,0,0,0,1.7,1.7,0.1,-0.7,-0.7,Defender,
Lucas Tousart,FRA,Union Berlin,de Bundesliga,26 years,17.5,0,25,6,24.0,1.43,0.34,0.0,0.0,18.0,0,0,0,1.5,1.5,0.06,-1.5,-1.5,Midfielder,
Andros Townsend,ENG,Luton Town,eng Premier League,32 years,13.4,1,20,7,35.0,1.49,0.52,0.05,0.14,23.7,2,0,0,1.2,1.2,0.06,-0.2,-0.2,Midfielder,Forward
James Trafford,ENG,Burnley,eng Premier League,20 years,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Goalkeeper,
Adama Traoré,ESP,Fulham,eng Premier League,27 years,4.2,2,11,7,63.6,2.63,1.67,0.18,0.29,16.0,0,0,0,1.5,1.5,0.14,0.5,0.5,Forward,Midfielder
Bénie Traoré,CIV,Sheffield Utd,eng Premier League,20 years,4.3,0,1,1,100.0,0.23,0.23,0.0,0.0,15.3,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Forward,Midfielder
Bénie Traoré,CIV,Nantes,fr Ligue 1,20 years,5.6,0,7,4,57.1,1.25,0.71,0.0,0.0,18.7,1,0,0,0.7,0.7,0.1,-0.7,-0.7,Forward,Midfielder
Bertrand Traoré,BFA,Aston Villa,eng Premier League,27 years,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Defender,Forward
Bertrand Traoré,BFA,Villarreal,es La Liga,27 years,6.3,1,20,7,35.0,3.17,1.11,0.05,0.14,19.4,0,0,0,0.9,0.9,0.05,0.1,0.1,Midfielder,
Boubacar Traoré,MLI,Wolves,eng Premier League,21 years,9.1,0,11,1,9.1,1.21,0.11,0.0,0.0,27.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Midfielder,
Chaka Traorè,CIV,Milan,it Serie A,18 years,0.2,1,1,1,100.0,4.5,4.5,1.0,1.0,17.3,0,0,0,0.1,0.1,0.08,0.9,0.9,Forward,
